Export of Imageset Testgame_2018_02_02_Antman (ball annotations in bounding boxes)
[team|NaoDevils]
[set|Testgame_2018_02_02_Antman]
[format: "label::annotation_type|filename|img_width|img_height|x1|y1|x2|y2|center_x|center_y|width|height"]
label::robot|16_02_2018__11_18_08_0554_upper.png|640|480|115|20|358|393|236.5|206.5|243|373
label::robot|16_02_2018__11_18_08_0556_upper.png|640|480|0|75|139|476|69.5|275.5|139|401
label::robot|16_02_2018__11_18_08_0559_upper.png|640|480|54|6|450|480|252.0|243.0|396|474
label::robot|16_02_2018__11_18_08_0559_upper.png|640|480|0|0|166|463|83.0|231.5|166|463
label::robot|16_02_2018__11_18_08_0559_upper.png|640|480|470|0|596|139|533.0|69.5|126|139
robot|16_02_2018__11_18_08_0562_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0563_upper.png|640|480|210|0|315|115|262.5|57.5|105|115
label::robot|16_02_2018__11_18_08_0563_upper.png|640|480|0|20|113|470|56.5|245.0|113|450
label::robot|16_02_2018__11_18_08_0564_upper.png|640|480|0|176|105|480|52.5|328.0|105|304
label::robot|16_02_2018__11_18_08_0564_upper.png|640|480|134|0|254|109|194.0|54.5|120|109
label::robot|16_02_2018__11_18_08_0565_upper.png|640|480|181|1|417|480|299.0|240.5|236|479
label::robot|16_02_2018__11_18_08_0565_upper.png|640|480|480|14|596|203|538.0|108.5|116|189
label::robot|16_02_2018__11_18_08_0565_upper.png|640|480|38|0|278|392|158.0|196.0|240|392
label::robot|16_02_2018__11_18_08_0566_upper.png|640|480|0|0|141|474|70.5|237.0|141|474
label::robot|16_02_2018__11_18_08_0566_upper.png|640|480|330|0|448|134|389.0|67.0|118|134
label::robot|16_02_2018__11_18_08_0566_upper.png|640|480|20|0|116|68|68.0|34.0|96|68
label::robot|16_02_2018__11_18_08_0567_upper.png|640|480|451|0|640|357|545.5|178.5|189|357
label::robot|16_02_2018__11_18_08_0570_upper.png|640|480|69|79|318|310|193.5|194.5|249|231
label::robot|16_02_2018__11_18_08_0570_upper.png|640|480|357|0|535|238|446.0|119.0|178|238
label::robot|16_02_2018__11_18_08_0572_upper.png|640|480|443|5|555|179|499.0|92.0|112|174
label::robot|16_02_2018__11_18_08_0572_upper.png|640|480|202|0|333|269|267.5|134.5|131|269
label::robot|16_02_2018__11_18_08_0572_upper.png|640|480|0|50|235|381|117.5|215.5|235|331
label::robot|16_02_2018__11_18_08_0573_upper.png|640|480|104|26|408|386|256.0|206.0|304|360
label::robot|16_02_2018__11_18_08_0573_upper.png|640|480|367|6|535|254|451.0|130.0|168|248
label::robot|16_02_2018__11_18_08_0573_upper.png|640|480|170|7|233|98|201.5|52.5|63|91
label::robot|16_02_2018__11_18_08_0573_upper.png|640|480|91|0|130|47|110.5|23.5|39|47
label::robot|16_02_2018__11_18_08_0573_upper.png|640|480|0|0|39|73|19.5|36.5|39|73
label::robot|16_02_2018__11_18_08_0575_upper.png|640|480|596|11|640|234|618.0|122.5|44|223
label::robot|16_02_2018__11_18_08_0575_upper.png|640|480|178|0|478|369|328.0|184.5|300|369
label::robot|16_02_2018__11_18_08_0575_upper.png|640|480|341|0|476|207|408.5|103.5|135|207
label::robot|16_02_2018__11_18_08_0575_upper.png|640|480|158|0|200|63|179.0|31.5|42|63
label::robot|16_02_2018__11_18_08_0575_upper.png|640|480|58|0|110|76|84.0|38.0|52|76
label::robot|16_02_2018__11_18_08_0575_upper.png|640|480|0|0|52|165|26.0|82.5|52|165
label::robot|16_02_2018__11_18_08_0575_upper.png|640|480|234|7|275|75|254.5|41.0|41|68
label::robot|16_02_2018__11_18_08_0580_upper.png|640|480|39|35|146|183|92.5|109.0|107|148
label::robot|16_02_2018__11_18_08_0580_upper.png|640|480|180|49|226|115|203.0|82.0|46|66
label::robot|16_02_2018__11_18_08_0580_upper.png|640|480|283|60|316|110|299.5|85.0|33|50
label::robot|16_02_2018__11_18_08_0580_upper.png|640|480|346|64|376|113|361.0|88.5|30|49
label::robot|16_02_2018__11_18_08_0580_upper.png|640|480|351|37|478|333|414.5|185.0|127|296
label::robot|16_02_2018__11_18_08_0580_upper.png|640|480|462|42|531|251|496.5|146.5|69|209
label::robot|16_02_2018__11_18_08_0581_upper.png|640|480|365|41|463|238|414.0|139.5|98|197
label::robot|16_02_2018__11_18_08_0581_upper.png|640|480|337|48|389|147|363.0|97.5|52|99
label::robot|16_02_2018__11_18_08_0581_upper.png|640|480|36|2|196|278|116.0|140.0|160|276
label::robot|16_02_2018__11_18_08_0581_upper.png|640|480|154|0|222|204|188.0|102.0|68|204
label::robot|16_02_2018__11_18_08_0581_upper.png|640|480|5|8|50|81|27.5|44.5|45|73
label::robot|16_02_2018__11_18_08_0582_upper.png|640|480|0|0|66|84|33.0|42.0|66|84
label::robot|16_02_2018__11_18_08_0582_upper.png|640|480|326|0|449|166|387.5|83.0|123|166
label::robot|16_02_2018__11_18_08_0582_upper.png|640|480|431|0|504|113|467.5|56.5|73|113
label::robot|16_02_2018__11_18_08_0583_upper.png|640|480|494|0|630|235|562.0|117.5|136|235
label::robot|16_02_2018__11_18_08_0583_upper.png|640|480|272|1|332|88|302.0|44.5|60|87
label::robot|16_02_2018__11_18_08_0583_upper.png|640|480|0|0|139|197|69.5|98.5|139|197
label::robot|16_02_2018__11_18_08_0583_upper.png|640|480|55|0|155|152|105.0|76.0|100|152
label::robot|16_02_2018__11_18_08_0584_upper.png|640|480|534|0|610|99|572.0|49.5|76|99
label::robot|16_02_2018__11_18_08_0584_upper.png|640|480|0|0|43|121|21.5|60.5|43|121
label::robot|16_02_2018__11_18_08_0584_upper.png|640|480|82|0|144|44|113.0|22.0|62|44
label::robot|16_02_2018__11_18_08_0584_upper.png|640|480|173|4|199|33|186.0|18.5|26|29
label::robot|16_02_2018__11_18_08_0584_upper.png|640|480|217|0|246|38|231.5|19.0|29|38
label::robot|16_02_2018__11_18_08_0584_upper.png|640|480|296|0|421|190|358.5|95.0|125|190
label::robot|16_02_2018__11_18_08_0586_upper.png|640|480|493|0|640|270|566.5|135.0|147|270
label::robot|16_02_2018__11_18_08_0586_upper.png|640|480|356|14|425|107|390.5|60.5|69|93
label::robot|16_02_2018__11_18_08_0586_upper.png|640|480|110|1|235|198|172.5|99.5|125|197
label::robot|16_02_2018__11_18_08_0586_upper.png|640|480|121|0|198|178|159.5|89.0|77|178
label::robot|16_02_2018__11_18_08_0586_upper.png|640|480|0|0|28|48|14.0|24.0|28|48
label::robot|16_02_2018__11_18_08_0586_upper.png|640|480|35|0|71|56|53.0|28.0|36|56
label::robot|16_02_2018__11_18_08_0587_upper.png|640|480|561|161|640|297|600.5|229.0|79|136
label::robot|16_02_2018__11_18_08_0587_upper.png|640|480|307|80|387|219|347.0|149.5|80|139
label::robot|16_02_2018__11_18_08_0587_upper.png|640|480|398|91|441|150|419.5|120.5|43|59
label::robot|16_02_2018__11_18_08_0587_upper.png|640|480|484|92|516|142|500.0|117.0|32|50
label::robot|16_02_2018__11_18_08_0587_upper.png|640|480|516|90|547|144|531.5|117.0|31|54
label::robot|16_02_2018__11_18_08_0590_upper.png|640|480|362|5|395|58|378.5|31.5|33|53
label::robot|16_02_2018__11_18_08_0590_upper.png|640|480|334|4|369|56|351.5|30.0|35|52
label::robot|16_02_2018__11_18_08_0590_upper.png|640|480|229|0|276|78|252.5|39.0|47|78
label::robot|16_02_2018__11_18_08_0590_upper.png|640|480|419|51|589|185|504.0|118.0|170|134
label::robot|16_02_2018__11_18_08_0590_upper.png|640|480|192|0|281|125|236.5|62.5|89|125
label::robot|16_02_2018__11_18_08_0590_upper.png|640|480|410|1|543|224|476.5|112.5|133|223
label::robot|16_02_2018__11_18_08_0591_upper.png|640|480|187|4|281|144|234.0|74.0|94|140
label::robot|16_02_2018__11_18_08_0591_upper.png|640|480|340|30|379|82|359.5|56.0|39|52
label::robot|16_02_2018__11_18_08_0591_upper.png|640|480|369|26|406|97|387.5|61.5|37|71
label::robot|16_02_2018__11_18_08_0591_upper.png|640|480|416|8|528|269|472.0|138.5|112|261
label::robot|16_02_2018__11_18_08_0591_upper.png|640|480|445|62|605|215|525.0|138.5|160|153
label::robot|16_02_2018__11_18_08_0591_upper.png|640|480|609|14|640|298|624.5|156.0|31|284
label::robot|16_02_2018__11_18_08_0592_upper.png|640|480|576|74|640|185|608.0|129.5|64|111
label::robot|16_02_2018__11_18_08_0592_upper.png|640|480|464|49|581|334|522.5|191.5|117|285
label::robot|16_02_2018__11_18_08_0592_upper.png|640|480|337|75|445|211|391.0|143.0|108|136
label::robot|16_02_2018__11_18_08_0592_upper.png|640|480|213|17|337|269|275.0|143.0|124|252
label::robot|16_02_2018__11_18_08_0592_upper.png|640|480|10|19|111|158|60.5|88.5|101|139
label::robot|16_02_2018__11_18_08_0592_upper.png|640|480|179|43|213|93|196.0|68.0|34|50
label::robot|16_02_2018__11_18_08_0592_upper.png|640|480|208|48|243|101|225.5|74.5|35|53
label::robot|16_02_2018__11_18_08_0593_upper.png|640|480|338|0|381|82|359.5|41.0|43|82
label::robot|16_02_2018__11_18_08_0593_upper.png|640|480|457|0|578|224|517.5|112.0|121|224
label::robot|16_02_2018__11_18_08_0593_upper.png|640|480|462|11|505|76|483.5|43.5|43|65
label::robot|16_02_2018__11_18_08_0593_upper.png|640|480|344|0|432|129|388.0|64.5|88|129
label::robot|16_02_2018__11_18_08_0598_upper.png|640|480|430|33|485|139|457.5|86.0|55|106
label::robot|16_02_2018__11_18_08_0598_upper.png|640|480|238|10|322|181|280.0|95.5|84|171
label::robot|16_02_2018__11_18_08_0598_upper.png|640|480|0|32|117|142|58.5|87.0|117|110
label::robot|16_02_2018__11_18_08_0598_upper.png|640|480|13|7|42|53|27.5|30.0|29|46
label::robot|16_02_2018__11_18_08_0598_upper.png|640|480|37|5|81|57|59.0|31.0|44|52
label::robot|16_02_2018__11_18_08_0598_upper.png|640|480|111|0|209|187|160.0|93.5|98|187
robot|16_02_2018__11_18_08_0601_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0602_upper.png|640|480|522|6|624|160|573.0|83.0|102|154
label::robot|16_02_2018__11_18_08_0602_upper.png|640|480|186|2|245|76|215.5|39.0|59|74
label::robot|16_02_2018__11_18_08_0602_upper.png|640|480|246|0|327|133|286.5|66.5|81|133
label::robot|16_02_2018__11_18_08_0602_upper.png|640|480|340|7|430|162|385.0|84.5|90|155
label::robot|16_02_2018__11_18_08_0602_upper.png|640|480|390|10|460|122|425.0|66.0|70|112
label::robot|16_02_2018__11_18_08_0602_upper.png|640|480|339|7|373|75|356.0|41.0|34|68
label::robot|16_02_2018__11_18_08_0602_upper.png|640|480|336|6|355|52|345.5|29.0|19|46
label::robot|16_02_2018__11_18_08_0603_upper.png|640|480|118|0|170|139|144.0|69.5|52|139
label::robot|16_02_2018__11_18_08_0603_upper.png|640|480|0|0|90|164|45.0|82.0|90|164
robot|16_02_2018__11_18_08_0605_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0606_upper.png|640|480|577|59|640|207|608.5|133.0|63|148
label::robot|16_02_2018__11_18_08_0606_upper.png|640|480|490|49|587|198|538.5|123.5|97|149
label::robot|16_02_2018__11_18_08_0606_upper.png|640|480|474|60|510|105|492.0|82.5|36|45
label::robot|16_02_2018__11_18_08_0606_upper.png|640|480|469|59|492|106|480.5|82.5|23|47
label::robot|16_02_2018__11_18_08_0606_upper.png|640|480|338|43|408|150|373.0|96.5|70|107
label::robot|16_02_2018__11_18_08_0606_upper.png|640|480|330|48|373|116|351.5|82.0|43|68
robot|16_02_2018__11_18_08_0607_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0609_upper.png|640|480|349|91|408|189|378.5|140.0|59|98
label::robot|16_02_2018__11_18_08_0609_upper.png|640|480|338|93|379|155|358.5|124.0|41|62
label::robot|16_02_2018__11_18_08_0609_upper.png|640|480|525|100|624|272|574.5|186.0|99|172
label::robot|16_02_2018__11_18_08_0609_upper.png|640|480|619|99|640|221|629.5|160.0|21|122
label::robot|16_02_2018__11_18_08_0609_upper.png|640|480|485|104|558|224|521.5|164.0|73|120
label::robot|16_02_2018__11_18_08_0609_upper.png|640|480|488|104|517|156|502.5|130.0|29|52
label::robot|16_02_2018__11_18_08_0609_upper.png|640|480|479|105|496|152|487.5|128.5|17|47
label::robot|16_02_2018__11_18_08_0609_upper.png|640|480|543|105|595|214|569.0|159.5|52|109
robot|16_02_2018__11_18_08_0611_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0613_upper.png|640|480|228|78|352|253|290.0|165.5|124|175
label::robot|16_02_2018__11_18_08_0613_upper.png|640|480|221|119|328|208|274.5|163.5|107|89
label::robot|16_02_2018__11_18_08_0613_upper.png|640|480|130|78|189|177|159.5|127.5|59|99
label::robot|16_02_2018__11_18_08_0613_upper.png|640|480|177|81|219|140|198.0|110.5|42|59
label::robot|16_02_2018__11_18_08_0613_upper.png|640|480|75|62|140|164|107.5|113.0|65|102
label::robot|16_02_2018__11_18_08_0613_upper.png|640|480|25|50|62|113|43.5|81.5|37|63
label::robot|16_02_2018__11_18_08_0614_upper.png|640|480|174|25|270|214|222.0|119.5|96|189
label::robot|16_02_2018__11_18_08_0614_upper.png|640|480|0|19|41|94|20.5|56.5|41|75
label::robot|16_02_2018__11_18_08_0614_upper.png|640|480|143|38|185|101|164.0|69.5|42|63
label::robot|16_02_2018__11_18_08_0614_upper.png|640|480|92|30|148|135|120.0|82.5|56|105
label::robot|16_02_2018__11_18_08_0614_upper.png|640|480|76|25|124|116|100.0|70.5|48|91
robot|16_02_2018__11_18_08_0616_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0617_upper.png|640|480|591|69|640|272|615.5|170.5|49|203
robot|16_02_2018__11_18_08_0621_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0622_upper.png|640|480|224|0|316|177|270.0|88.5|92|177
label::robot|16_02_2018__11_18_08_0622_upper.png|640|480|312|2|365|101|338.5|51.5|53|99
label::robot|16_02_2018__11_18_08_0622_upper.png|640|480|410|10|462|94|436.0|52.0|52|84
label::robot|16_02_2018__11_18_08_0622_upper.png|640|480|474|11|535|129|504.5|70.0|61|118
label::robot|16_02_2018__11_18_08_0622_upper.png|640|480|533|14|586|133|559.5|73.5|53|119
label::robot|16_02_2018__11_18_08_0623_upper.png|640|480|453|8|505|101|479.0|54.5|52|93
label::robot|16_02_2018__11_18_08_0623_upper.png|640|480|376|0|430|106|403.0|53.0|54|106
label::robot|16_02_2018__11_18_08_0623_upper.png|640|480|324|0|380|72|352.0|36.0|56|72
label::robot|16_02_2018__11_18_08_0623_upper.png|640|480|240|0|309|75|274.5|37.5|69|75
label::robot|16_02_2018__11_18_08_0623_upper.png|640|480|156|0|256|153|206.0|76.5|100|153
label::robot|16_02_2018__11_18_08_0624_upper.png|640|480|586|66|640|160|613.0|113.0|54|94
label::robot|16_02_2018__11_18_08_0624_upper.png|640|480|487|64|553|167|520.0|115.5|66|103
label::robot|16_02_2018__11_18_08_0624_upper.png|640|480|435|56|478|139|456.5|97.5|43|83
label::robot|16_02_2018__11_18_08_0624_upper.png|640|480|357|63|408|152|382.5|107.5|51|89
label::robot|16_02_2018__11_18_08_0624_upper.png|640|480|270|53|361|230|315.5|141.5|91|177
label::robot|16_02_2018__11_18_08_0624_upper.png|640|480|467|64|493|123|480.0|93.5|26|59
label::robot|16_02_2018__11_18_08_0627_upper.png|640|480|264|11|334|174|299.0|92.5|70|163
label::robot|16_02_2018__11_18_08_0627_upper.png|640|480|524|21|586|111|555.0|66.0|62|90
label::robot|16_02_2018__11_18_08_0627_upper.png|640|480|321|13|374|99|347.5|56.0|53|86
label::robot|16_02_2018__11_18_08_0627_upper.png|640|480|369|21|404|78|386.5|49.5|35|57
label::robot|16_02_2018__11_18_08_0627_upper.png|640|480|433|21|472|103|452.5|62.0|39|82
label::robot|16_02_2018__11_18_08_0627_upper.png|640|480|476|22|501|77|488.5|49.5|25|55
label::robot|16_02_2018__11_18_08_0627_upper.png|640|480|450|43|502|87|476.0|65.0|52|44
label::robot|16_02_2018__11_18_08_0628_upper.png|640|480|553|47|613|133|583.0|90.0|60|86
label::robot|16_02_2018__11_18_08_0628_upper.png|640|480|276|32|355|198|315.5|115.0|79|166
label::robot|16_02_2018__11_18_08_0628_upper.png|640|480|289|86|393|127|341.0|106.5|104|41
label::robot|16_02_2018__11_18_08_0628_upper.png|640|480|441|47|477|112|459.0|79.5|36|65
label::robot|16_02_2018__11_18_08_0628_upper.png|640|480|384|48|426|106|405.0|77.0|42|58
label::robot|16_02_2018__11_18_08_0628_upper.png|640|480|467|68|522|109|494.5|88.5|55|41
label::robot|16_02_2018__11_18_08_0628_upper.png|640|480|490|42|518|97|504.0|69.5|28|55
label::robot|16_02_2018__11_18_08_0631_upper.png|640|480|564|73|617|148|590.5|110.5|53|75
label::robot|16_02_2018__11_18_08_0631_upper.png|640|480|295|51|374|209|334.5|130.0|79|158
label::robot|16_02_2018__11_18_08_0631_upper.png|640|480|377|61|412|142|394.5|101.5|35|81
label::robot|16_02_2018__11_18_08_0631_upper.png|640|480|400|68|423|112|411.5|90.0|23|44
label::robot|16_02_2018__11_18_08_0632_upper.png|640|480|400|42|443|122|421.5|82.0|43|80
label::robot|16_02_2018__11_18_08_0632_upper.png|640|480|308|36|349|105|328.5|70.5|41|69
label::robot|16_02_2018__11_18_08_0632_upper.png|640|480|252|32|291|100|271.5|66.0|39|68
label::robot|16_02_2018__11_18_08_0632_upper.png|640|480|185|50|241|98|213.0|74.0|56|48
label::robot|16_02_2018__11_18_08_0632_upper.png|640|480|134|24|185|109|159.5|66.5|51|85
label::robot|16_02_2018__11_18_08_0632_upper.png|640|480|7|2|99|181|53.0|91.5|92|179
label::robot|16_02_2018__11_18_08_0633_upper.png|640|480|278|14|349|181|313.5|97.5|71|167
label::robot|16_02_2018__11_18_08_0633_upper.png|640|480|381|41|435|125|408.0|83.0|54|84
label::robot|16_02_2018__11_18_08_0633_upper.png|640|480|567|45|617|127|592.0|86.0|50|82
label::robot|16_02_2018__11_18_08_0633_upper.png|640|480|443|63|491|110|467.0|86.5|48|47
label::robot|16_02_2018__11_18_08_0633_upper.png|640|480|505|51|548|110|526.5|80.5|43|59
label::robot|16_02_2018__11_18_08_0633_upper.png|640|480|500|45|534|101|517.0|73.0|34|56
label::robot|16_02_2018__11_18_08_0634_upper.png|640|480|171|98|240|240|205.5|169.0|69|142
label::robot|16_02_2018__11_18_08_0634_upper.png|640|480|527|118|567|201|547.0|159.5|40|83
label::robot|16_02_2018__11_18_08_0634_upper.png|640|480|442|116|482|187|462.0|151.5|40|71
label::robot|16_02_2018__11_18_08_0634_upper.png|640|480|392|117|419|184|405.5|150.5|27|67
label::robot|16_02_2018__11_18_08_0634_upper.png|640|480|314|127|382|185|348.0|156.0|68|58
label::robot|16_02_2018__11_18_08_0634_upper.png|640|480|274|111|313|184|293.5|147.5|39|73
label::robot|16_02_2018__11_18_08_0634_upper.png|640|480|382|118|400|165|391.0|141.5|18|47
label::robot|16_02_2018__11_18_08_0634_upper.png|640|480|296|117|316|168|306.0|142.5|20|51
label::robot|16_02_2018__11_18_08_0642_upper.png|640|480|0|0|53|70|26.5|35.0|53|70
label::robot|16_02_2018__11_18_08_0644_upper.png|640|480|266|23|357|184|311.5|103.5|91|161
label::robot|16_02_2018__11_18_08_0644_upper.png|640|480|313|33|346|112|329.5|72.5|33|79
label::robot|16_02_2018__11_18_08_0644_upper.png|640|480|427|57|468|119|447.5|88.0|41|62
label::robot|16_02_2018__11_18_08_0644_upper.png|640|480|609|45|640|113|624.5|79.0|31|68
label::robot|16_02_2018__11_18_08_0644_upper.png|640|480|525|53|581|115|553.0|84.0|56|62
label::robot|16_02_2018__11_18_08_0644_upper.png|640|480|494|52|537|101|515.5|76.5|43|49
label::robot|16_02_2018__11_18_08_0648_upper.png|640|480|166|121|238|275|202.0|198.0|72|154
label::robot|16_02_2018__11_18_08_0648_upper.png|640|480|208|117|239|197|223.5|157.0|31|80
label::robot|16_02_2018__11_18_08_0648_upper.png|640|480|275|134|304|202|289.5|168.0|29|68
label::robot|16_02_2018__11_18_08_0648_upper.png|640|480|549|158|597|234|573.0|196.0|48|76
label::robot|16_02_2018__11_18_08_0648_upper.png|640|480|411|144|456|205|433.5|174.5|45|61
label::robot|16_02_2018__11_18_08_0648_upper.png|640|480|374|144|412|210|393.0|177.0|38|66
label::robot|16_02_2018__11_18_08_0648_upper.png|640|480|348|164|388|191|368.0|177.5|40|27
label::robot|16_02_2018__11_18_08_0651_upper.png|640|480|264|27|344|197|304.0|112.0|80|170
label::robot|16_02_2018__11_18_08_0651_upper.png|640|480|361|47|388|113|374.5|80.0|27|66
label::robot|16_02_2018__11_18_08_0651_upper.png|640|480|436|57|461|104|448.5|80.5|25|47
label::robot|16_02_2018__11_18_08_0651_upper.png|640|480|457|51|482|109|469.5|80.0|25|58
label::robot|16_02_2018__11_18_08_0651_upper.png|640|480|498|52|523|107|510.5|79.5|25|55
label::robot|16_02_2018__11_18_08_0651_upper.png|640|480|479|47|505|103|492.0|75.0|26|56
label::robot|16_02_2018__11_18_08_0651_upper.png|640|480|334|43|363|111|348.5|77.0|29|68
